"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_2388","","hypothetical protein","2","115","93","393","2.1052631578947367","77.36220472440945","0.07349228611500701","1.3492798176602651e-07","0.0005994850229864558","1.7128143513898738e-06","8","1","7","0.0703125","0.0703125"
"group_836","","hypothetical protein","2","113","93","395","2.1052631578947367","77.75590551181102","0.07517366067180511","1.4011089796761171e-07","0.0006225127196700989","1.7685020445173263e-06","11","2","9","0.0654296875","0.0654296875"
"group_1899","","hypothetical protein","2","113","93","395","2.1052631578947367","77.75590551181102","0.07517366067180511","1.4011089796761171e-07","0.0006225127196700989","1.7685020445173263e-06","8","1","8","0.0078125","0.0703125"
"group_1879","","hypothetical protein","22","265","73","243","23.157894736842106","47.83464566929133","0.2763504781597312","1.6454580814795846e-07","0.0007310770256013794","2.0710397325818116e-06","7","5","5","0.453125","0.453125"
"dapH_3~~~dapH_1","dapH_3;dapH_1","2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase","72","237","23","271","75.78947368421053","53.34645669291339","3.5795266923500275","1.677959717110819e-07","0.0007455175023123369","2.1059816449501043e-06","8","5","6","0.2890625","0.7265625"
"group_1051","","hypothetical protein","57","159","38","349","60.0","68.7007874015748","3.292452830188679","1.865222541227523e-07","0.0008287183750673885","2.3344179579363054e-06","20","9","14","0.11531829833984375","0.8238029479980469"
"group_1658","","hypothetical protein","91","375","4","133","95.78947368421052","26.181102362204722","8.068666666666667","1.9467114686394233e-07","0.0008649239055164957","2.346623993471972e-06","4","3","2","0.625","1.0"
"group_1369","","hypothetical protein","4","134","91","374","4.2105263157894735","73.62204724409449","0.12268328686239134","1.9529413309205335e-07","0.0008676918333279931","2.346623993471972e-06","11","3","9","0.0654296875","0.2265625"
"group_1638","","hypothetical protein","37","345","58","163","38.94736842105263","32.08661417322835","0.3013993003498251","1.9690320128902806e-07","0.0008748409233271517","2.346623993471972e-06","7","5","4","0.453125","1.0"
"nikE_1","nikE_1","Nickel import ATP-binding protein NikE","0","86","95","422","0.0","83.07086614173228","0.0","1.9736015830331808e-07","0.0008768711833416422","2.346623993471972e-06","1","0","1","1.0","1.0"
"cmoB","cmoB","tRNA U34 carboxymethyltransferase","0","86","95","422","0.0","83.07086614173228","0.0","1.9736015830331808e-07","0.0008768711833416422","2.346623993471972e-06","1","0","1","1.0","1.0"
"group_2059","","hypothetical protein","0","86","95","422","0.0","83.07086614173228","0.0","1.9736015830331808e-07","0.0008768711833416422","2.346623993471972e-06","1","0","1","1.0","1.0"
"cntD_2","cntD_2","Metal-staphylopine import system ATP-binding protein CntD","0","86","95","422","0.0","83.07086614173228","0.0","1.9736015830331808e-07","0.0008768711833416422","2.346623993471972e-06","1","0","1","1.0","1.0"
"group_1948","","IS3 family transposase ISSau4","0","86","95","422","0.0","83.07086614173228","0.0","1.9736015830331808e-07","0.0008768711833416422","2.346623993471972e-06","1","0","1","1.0","1.0"
"group_1942","","Monoacylglycerol lipase","0","86","95","422","0.0","83.07086614173228","0.0","1.9736015830331808e-07","0.0008768711833416422","2.346623993471972e-06","1","0","1","1.0","1.0"
"group_1607","","hypothetical protein","0","86","95","422","0.0","83.07086614173228","0.0","1.9736015830331808e-07","0.0008768711833416422","2.346623993471972e-06","1","0","1","1.0","1.0"
"nikB_1","nikB_1","Nickel import system permease protein NikB","0","86","95","422","0.0","83.07086614173228","0.0","1.9736015830331808e-07","0.0008768711833416422","2.346623993471972e-06","1","0","1","1.0","1.0"
"group_1372","","hypothetical protein","0","86","95","422","0.0","83.07086614173228","0.0","1.9736015830331808e-07","0.0008768711833416422","2.346623993471972e-06","1","0","1","1.0","1.0"
