"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_1580","","putative lipoprotein","125","219","36","223","77.63975155279503","50.452488687782804","3.5356418061897514","3.2450606904935453e-10","1.4417804647862822e-06","1.0164928076578507e-08","23","13","12","0.6776394844055176","1.0"
"group_1999","","hypothetical protein","35","18","126","424","21.73913043478261","95.92760180995475","6.54320987654321","3.2737800547844247e-10","1.45454047834072e-06","1.0164928076578507e-08","9","5","5","1.0","1.0"
"group_1168","","hypothetical protein","64","66","97","376","39.75155279503105","85.06787330316742","3.75882536707279","3.323134757945091e-10","1.4764687729550038e-06","1.0164928076578507e-08","18","12","8","0.237884521484375","0.8145294189453125"
"group_1602","","hypothetical protein","98","142","63","300","60.86956521739131","67.87330316742081","3.2863849765258215","3.3402644591052487e-10","1.484079499180462e-06","1.0164928076578507e-08","18","10","11","0.480682373046875","0.8145294189453125"
"group_1524","","hypothetical protein","98","142","63","300","60.86956521739131","67.87330316742081","3.2863849765258215","3.3402644591052487e-10","1.484079499180462e-06","1.0164928076578507e-08","18","10","11","0.480682373046875","0.8145294189453125"
"group_1348","","hypothetical protein","98","142","63","300","60.86956521739131","67.87330316742081","3.2863849765258215","3.3402644591052487e-10","1.484079499180462e-06","1.0164928076578507e-08","18","10","11","0.480682373046875","0.8145294189453125"
"fosB","fosB","Metallothiol transferase FosB","136","256","25","186","84.472049689441","42.081447963800905","3.9525","3.9370219677693094e-10","1.749218860279904e-06","1.1899448029114994e-08","9","7","7","0.1796875","0.1796875"
"group_1531","","hypothetical protein","127","425","34","17","78.88198757763976","3.8461538461538463","0.14941176470588236","4.2002766949386096e-10","1.8661829355612242e-06","1.2600547769351127e-08","7","4","4","1.0","1.0"
"entB~~~entB_1","entB;entB_1","Enterotoxin type B","50","41","111","401","31.05590062111801","90.72398190045249","4.405625137332454","4.2257069944481606e-10","1.8774816176333178e-06","1.2600547769351127e-08","12","5","9","0.14599609375","0.7744140625"
"selX~~~selX_2~~~selX_1","selX;selX_2;selX_1","Enterotoxin-like toxin X","160","366","1","76","99.37888198757764","17.194570135746606","33.224043715846996","4.3962902582399427e-10","1.9532717617360064e-06","1.302181174490671e-08","2","2","1","0.5","1.0"
"group_520","","hypothetical protein","105","391","56","51","65.21739130434783","11.538461538461538","0.24456521739130435","4.854162233916021e-10","2.156704280528888e-06","1.4282809804827074e-08","4","3","3","0.625","0.625"
"group_1731","","hypothetical protein","102","154","59","288","63.35403726708074","65.15837104072398","3.233105877173674","5.279290232461696e-10","2.3455886502827317e-06","1.533064477308975e-08","7","5","5","0.453125","0.453125"
"group_1725","","hypothetical protein","102","154","59","288","63.35403726708074","65.15837104072398","3.233105877173674","5.279290232461696e-10","2.3455886502827317e-06","1.533064477308975e-08","7","5","5","0.453125","0.453125"
"group_2140","blaI","Penicillinase repressor","64","67","97","375","39.75155279503105","84.84162895927602","3.6928758270503153","6.639416180728132e-10","2.949892609097509e-06","1.843682880685943e-08","9","6","6","0.5078125","0.5078125"
"blaZ","blaZ","Beta-lactamase","64","67","97","375","39.75155279503105","84.84162895927602","3.6928758270503153","6.639416180728132e-10","2.949892609097509e-06","1.843682880685943e-08","9","6","6","0.5078125","0.5078125"
"group_1680","","hypothetical protein","64","67","97","375","39.75155279503105","84.84162895927602","3.6928758270503153","6.639416180728132e-10","2.949892609097509e-06","1.843682880685943e-08","9","6","6","0.5078125","0.5078125"
